,F1,F2,F3,F4,F5,F6,F7,F8,F9,F10,F11,F12,F13,F14,F15,F16,F17,F18,F19,F20,F21,F22,F23,F24,F25,F26,F27,F28,F29,F30,F31,F32,F33,F34,F35,F36,F37,F38,F39,F40,F41,F42,F43,F44,F45,F46,F47,F48,F49,F50,F51,F52,F53,F54,F55,F56,F57,F58,F59,F60,F61,F62,F63,F64,F65,F66,F67,F68,F69,F70,F71,F72,F73,F74,F75,F76,F77,F78,F79,F80,F81,F82,F83,F84,F85,F86,F87,F88,F89,F90,F91,F92,F93,F94,F95,F96,F97,F98,F99,F100
SIDM00388,-0.03244,0.88221,-1.15655,-0.31945,1.11669,-0.07583,0.14103,-0.53651,-3.5931,1.2113,0.05892,-0.18195,-1.41308,0.30989,0.02915,-0.07042,-0.46403,0.31351,-0.07415,0.25637,0.16292,-0.31729,0.06411,0.66418,-0.01076,-0.04644,-0.1949,-0.84461,0.07703,0.33525,-0.18702,0.6224,-0.02072,0.11688,0.24828,0.07033,-0.10013,0.01352,1.41339,0.34728,0.01462,0.60981,0.06712,-0.04905,-0.13219,-0.23086,0.11049,0.18373,0.09326,0.25676,-0.04358,-0.17029,0.32509,-0.16498,-0.04959,0.14328,-0.10168,0.00018,0.05265,0.13622,-0.10642,0.03276,-0.19162,0.60829,0.50432,0.30733,-0.05875,0.19151,-0.04178,0.09393,-0.07503,0.05328,-0.14206,-0.2016,-0.09301,-0.0452,0.17272,0.0917,0.00215,0.11961,0.03217,-0.1238,0.16451,0.14732,0.18906,0.05554,-0.22684,-0.14981,0.11199,0.23843,0.11469,0.09943,-0.04284,-0.11679,-0.02319,-0.05328,-0.0588,0.01863,0.18342,0.11613
SIDM00946,0.83292,-0.53218,0.40692,-0.44635,0.54021,-0.15157,-0.25271,2.12032,-0.46743,1.21013,0.28392,-0.02182,-2.33191,0.21894,-0.08864,0.21407,-0.72951,0.21433,1.59609,0.62576,-0.29527,0.06965,-0.08853,0.10367,-0.03825,0.01859,-0.29167,-0.63681,-0.16991,0.24935,0.72588,0.27691,0.04855,-0.16084,0.39104,0.33802,-0.18976,-0.27919,-0.06755,-0.1295,0.21821,-0.46116,-0.05398,0.02033,0.01709,0.11777,0.11046,-0.47239,-0.23216,-0.18837,0.00224,0.186,0.22311,0.1074,-0.20329,0.24637,-0.08943,0.09452,-0.01193,0.22664,0.19924,-0.19292,-0.27522,0.07166,-0.09558,-0.0342,-0.07054,-0.00102,-0.03245,0.04868,-0.15235,0.00345,0.06073,-0.127,-0.14829,-0.16499,-0.06889,0.02262,-0.13029,0.00963,0.11584,-0.16139,-0.09897,-0.22037,0.24064,-0.10045,-0.0089,0.0945,0.00205,0.09265,0.00701,0.11881,-0.04191,-0.01918,0.2236,0.01875,0.22365,-0.04494,-0.1029,0.13398
SIDM01016,0.69735,-0.08258,0.06826,-0.7109,-0.23287,-0.13396,-0.07004,1.29353,1.81391,0.73669,0.02759,0.03706,-0.74411,-0.55213,0.07543,0.00371,0.26087,-1.09863,1.73942,-1.11166,0.03498,0.00127,0.10722,-0.33435,-0.3021,-0.26525,-0.05011,-0.29903,-0.0224,0.04061,0.33004,0.47686,0.0282,0.03739,0.17415,-0.14015,-0.33248,0.12196,0.32547,-0.11297,0.06975,0.26715,0.44337,-0.12494,0.04713,-0.04075,0.0124,0.40027,-0.16195,0.24347,0.09112,-0.11698,0.15876,-0.17657,-0.07419,0.02578,-0.24588,-0.03326,-0.03835,0.05181,-0.13467,0.14413,-0.50887,-0.07735,0.22433,0.12352,0.0114,-0.1138,0.12095,-0.06388,0.10113,0.01268,0.12585,-0.00216,0.11991,0.13433,-0.01458,-0.04141,-0.03091,0.15693,-0.00731,-0.05671,0.12304,0.02596,0.281,-0.06979,-0.00293,-0.09637,-0.01269,0.09192,-0.18117,0.15488,0.00677,0.01374,-0.07312,0.03372,-0.00949,0.16046,-0.02056,0.0907
SIDM01176,0.01635,0.02618,-0.96211,-0.48795,1.06692,0.20202,0.05119,1.42842,-0.59627,2.04577,0.35495,-0.33796,-3.44161,-0.0221,-0.15767,-0.13467,-0.86691,-0.02787,-0.42816,0.34023,0.96821,-0.03826,-0.09552,-0.22029,0.27424,0.22391,0.30154,0.68507,0.36679,0.13977,0.64006,-0.06891,-0.02692,-0.26399,-0.42286,0.20866,0.13509,-0.32253,-0.43162,-0.85178,-0.05513,-0.28038,-0.31581,-0.10434,-0.27643,0.23924,0.21165,-0.05167,0.04328,-1.87371,0.27153,0.05053,-0.25626,0.07947,-0.01051,0.08758,-0.1865,0.01603,0.00974,0.13156,0.15529,0.08512,0.68637,0.05301,0.26933,-0.26127,0.04103,-0.00137,-0.07162,0.13218,0.04014,0.19625,0.03887,-0.06136,0.15004,-0.20938,0.05879,-0.08251,-0.07328,0.00159,0.06389,0.0827,-0.0646,-0.09364,-0.15577,0.0299,0.06408,-0.02487,-0.00918,-0.13622,0.17215,-0.00352,-0.02876,0.04771,-0.12486,-0.00617,-0.02427,0.20669,-0.1342,0.03649
SIDM01017,-1.083,1.35427,-2.94356,-0.17529,1.47775,0.48541,0.44935,-1.21192,-2.8375,2.67204,0.04729,-0.18145,-1.50538,-0.07769,-0.05312,-0.02602,0.35051,-0.92702,-0.26699,0.33608,0.28498,-0.06223,-0.00966,0.00803,-0.14024,0.10902,0.02604,-0.36386,0.12126,-0.15671,0.43339,0.05526,0.01308,0.05076,0.02984,0.21396,0.10344,0.19883,0.87062,-0.67593,-0.01345,0.23985,-0.11753,0.17922,0.07199,0.10114,0.44513,-0.07525,0.15718,0.11048,0.06271,-0.00491,-0.05117,0.11048,0.04226,-0.11442,0.00374,-0.02116,0.04656,0.17739,-0.12248,-0.29056,0.05236,0.45202,-0.02551,0.1878,0.00015,0.06318,0.01967,0.12132,-0.0407,0.15161,0.00016,0.02127,-0.06999,0.16696,0.29056,0.02582,-0.27655,0.21778,-0.01439,0.13549,-0.00085,-0.03353,0.06544,-0.00558,-0.06762,-0.09382,0.00888,-0.10926,0.26192,0.17394,0.0608,-0.10729,-0.17918,0.12679,-0.07337,-0.08643,0.14912,-0.03756
SIDM01058,-0.67604,1.06245,-1.80532,-0.02947,0.21693,-0.25901,0.41829,-1.22011,0.40969,1.32121,-0.00033,-0.28262,0.10033,-0.15348,-0.06865,-0.38058,0.32099,-0.36025,-0.22329,0.11783,0.3848,0.30415,0.02116,-0.40939,-0.25721,-0.00274,0.14681,1.28641,-0.3436,-0.30724,0.77505,-0.20468,0.03169,0.14213,0.0056,0.18042,-0.04215,-0.00215,-0.10526,-0.93619,0.01811,-0.27305,-0.16908,-0.01304,0.09252,0.05042,0.07023,0.18472,0.30841,-0.64638,0.09502,0.00348,-0.37358,0.07137,0.22044,-0.16847,0.11555,0.0017,0.17245,-0.19086,-0.1907,-0.22279,0.28478,-0.3925,-0.12125,0.13269,0.02443,-0.11315,-0.06511,0.08747,0.0922,0.15165,0.14294,0.25457,-0.06315,0.22876,0.19043,0.14949,-0.2212,0.25505,0.00498,0.17834,-0.14413,0.02045,-0.06245,-0.03678,-0.07428,0.14222,0.11106,0.08559,0.14001,0.29639,-0.05675,-0.00356,0.08609,-0.08113,-0.1477,-0.18566,-0.02133,0.02332
SIDM01019,-0.01163,-1.13977,0.99212,-0.33978,0.44346,0.34056,-0.33598,1.69579,3.45845,-1.57389,0.0359,0.51277,-0.15554,-0.12925,-0.07329,-0.42673,0.53853,-0.49862,-0.33227,0.47997,-0.39162,-0.15903,-0.01213,0.1451,-0.29978,0.40265,-0.31601,-0.02999,-0.09953,0.5493,-0.11137,0.51476,-0.22578,-0.14007,-0.30098,-0.05981,-0.52997,0.13424,0.39028,-0.48538,-0.30603,2.46192,-0.03285,0.43171,-0.15204,0.04321,0.03839,-0.2773,-0.10686,-0.4989,-0.00801,0.36396,-0.57008,0.24598,-0.06917,0.57897,0.18334,-0.09077,-0.04833,0.01515,-0.01609,0.08989,0.48131,-0.62893,-0.36554,-0.02296,-0.03205,-0.12788,-0.0089,0.21286,-0.38831,0.0311,0.22652,-0.12711,0.01194,-0.04903,0.07033,-0.34476,0.13874,-0.27298,-0.14361,-0.18341,-0.06301,0.2937,-0.0661,-0.23353,-0.10204,0.22607,0.01241,-0.13798,-0.27262,-0.03104,-0.03988,-0.07635,-0.10797,-0.18541,-0.01696,0.13759,-0.1602,-0.03003
SIDM01047,-0.94331,-0.2625,0.59062,-0.80417,1.4338,-1.75629,-0.11728,1.67097,2.88895,0.09087,-0.0052,0.47293,-0.95905,-0.11583,0.04892,-0.18801,-0.16435,-0.32556,-0.87995,-0.11012,-0.63144,0.25847,-0.04663,-0.12958,-0.24552,0.11082,-0.32755,-1.27102,-0.06993,-0.14961,-0.97135,0.05629,0.00561,0.0033,0.39583,0.35329,0.2824,-0.14655,0.67335,-0.73038,-0.05112,-0.23691,0.00271,-0.27866,0.07259,0.12927,-0.03511,-0.12046,-0.19169,0.5962,0.01507,0.02409,-0.20902,-0.02054,-0.08867,0.23483,-0.33832,-0.05213,0.10584,0.12464,-0.00686,-0.01889,-0.14751,-0.18404,-0.10852,0.36044,-0.07477,0.18425,-0.15029,0.31603,-0.00817,0.11408,0.35524,-0.21905,-0.11433,-0.12864,-0.0531,-0.21377,0.05551,0.0116,-0.02647,-0.15065,0.0406,0.01764,-0.07825,-0.13068,0.18404,-0.03771,0.1902,-0.09489,-0.58406,0.07644,0.11515,0.04209,-0.00162,0.05783,-0.20235,-0.19594,-0.12673,0.05068
SIDM00443,-0.32774,0.99136,-1.47226,-0.15177,0.82863,0.01341,0.29938,-1.11686,-3.12565,1.41625,0.056,-0.23503,-1.27545,0.12936,-0.07623,-0.23024,-0.33127,0.06306,-0.28951,0.42013,0.14943,-0.23458,-0.0506,0.42112,0.07368,0.04824,0.08922,-0.08711,-0.04978,0.16315,-0.15747,0.42216,-0.01641,-0.04823,-0.26032,0.05681,-0.05,0.02791,0.15892,-0.05865,0.0371,0.22677,-0.00462,0.05087,-0.0742,0.17093,0.04424,0.02376,-0.08027,0.40209,0.23888,-0.0855,-0.01405,0.04727,-0.09369,-0.0823,-0.15387,-0.0173,-0.04804,0.00406,-0.11687,0.02243,-0.10004,0.14938,-0.16451,0.00878,-0.02505,-0.10282,-0.1344,0.09836,-0.07677,-0.00545,-0.00907,-0.07502,-0.15262,-0.01686,-0.14745,-0.06177,0.03048,-0.189,0.01397,-0.08779,0.08151,-0.04228,-0.00574,0.20659,-0.12424,-0.12994,-0.09801,0.04465,0.345,-0.08545,-0.06935,-0.01294,-0.08236,-0.18519,0.01935,0.06552,0.00146,-0.00519
SIDM00384,-0.61028,-0.10263,2.57139,-0.27436,-0.20129,1.58687,-0.11007,0.16316,2.19996,-4.66723,-0.12469,-0.11722,3.43843,0.43808,-0.1439,0.24378,0.23768,0.12743,0.05661,0.74187,-0.17976,-0.28849,-0.15032,0.01386,-0.14606,-0.46697,0.07495,0.52124,1.14645,-0.15828,0.24974,0.13581,-0.16538,-0.0576,0.50435,-0.73655,-0.15822,0.14446,0.063,-0.73487,-0.00685,0.03058,0.21312,0.38923,0.77394,0.36804,-0.12071,0.21262,-0.04143,0.03255,0.16919,0.26183,-0.3674,-0.0899,-0.10926,-0.34499,0.01314,-0.17819,0.08268,-0.11194,-0.24918,-0.20385,-0.56129,-0.44107,0.1054,0.48087,-0.07437,-0.0652,-0.02966,-0.6139,0.04391,-0.0032,-0.04177,0.02219,-0.08226,0.29114,-0.20521,0.2308,-0.04059,0.22458,-0.05096,0.11818,-0.03593,0.01065,-0.06109,0.3759,-0.49054,-0.17061,0.06184,-0.09017,0.32317,0.21201,-0.10771,0.04493,0.09026,0.00332,-0.00344,0.25516,-0.16123,0.1261
SIDM00854,-1.19536,1.41034,-3.14164,-0.10021,1.53292,1.15885,0.48114,-1.50452,-3.60349,2.12423,-0.11092,-0.15612,-0.88422,0.04609,0.04424,-0.25588,0.22523,-0.77468,-0.17832,0.22298,0.19096,-0.09139,-0.00297,0.0137,-0.29015,0.0984,0.19659,-0.56146,-0.16476,-0.053,0.65571,0.06268,0.02892,0.10678,0.26967,-0.17711,0.01159,0.2177,0.05661,-0.45888,-0.06086,0.4878,-0.12998,-0.17072,0.25764,-0.07921,0.11807,-0.34161,0.07015,0.4034,-0.09456,0.08749,-0.22185,-0.06465,0.02664,-0.128,-0.00916,-0.00502,0.04194,0.05713,-0.07443,0.06017,-0.15635,-0.01811,-0.00118,0.0715,-0.01051,-0.12448,-0.01343,0.00789,0.00763,0.13167,0.03991,-0.16894,0.02893,-0.28513,-0.19105,0.0367,0.0849,0.04917,0.09107,0.05198,-0.09132,-0.02876,-0.18063,-0.07999,-0.14392,-0.11247,0.03824,0.13905,-0.02559,0.03472,0.02982,-0.04463,-0.1253,-0.12081,-0.01886,-0.06709,0.02303,-0.01833
SIDM00576,-0.3985,-0.95462,0.90966,-0.42575,0.98535,0.38187,-0.21807,2.54952,1.28631,0.25509,0.11965,0.31189,-1.51196,-0.02598,-0.03,0.13992,-0.65261,0.24143,-1.12054,0.50676,-0.1772,-0.0095,0.01497,0.19369,0.00341,-0.05366,-0.22898,-0.53854,-0.06773,0.31703,0.15971,0.07802,-0.10979,-0.02631,-0.0705,-0.19771,0.04733,-0.17218,-0.34006,-0.49214,-0.01967,-0.93731,-0.10675,-0.28515,-0.21432,-0.02792,0.13964,0.08246,0.02679,0.32792,0.02076,0.11266,0.17915,-0.06864,-0.22231,0.20967,0.15373,-0.16233,0.05435,-0.19835,0.19834,0.17124,-0.23047,-0.01615,0.32726,-0.04777,-0.02536,0.04584,-0.02115,0.09584,-0.23393,0.01414,-0.43475,-0.06307,0.05187,-0.07247,0.05834,-0.16529,0.05899,-0.04255,0.05555,-0.21887,-0.10874,0.17449,0.03986,-0.06436,-0.0076,0.0461,-0.18886,-0.25239,0.04606,-0.31153,-0.00996,-0.03259,-0.027,0.01447,-0.05244,0.08164,0.10552,-0.03322
SIDM01006,0.45077,-0.11439,0.82753,0.54449,-2.05849,0.22518,-0.08952,-0.42333,0.55695,-0.64314,0.12974,-0.24719,0.43539,-0.0667,-0.11272,0.76912,0.63571,0.39366,0.03815,-0.98873,0.58157,0.0682,-0.1906,-0.55268,0.3352,0.13563,0.20059,-2.99633,-0.36255,-0.12257,0.49314,-0.70061,-0.04002,0.11962,-0.5477,-0.31078,-0.21121,-0.00823,-0.68023,1.06096,0.06724,-0.10651,-0.15314,0.74561,-0.09497,-0.05624,0.19264,-0.18295,-0.3557,0.07997,0.19863,-0.01102,-0.34518,-0.00876,0.07882,-0.32937,-0.05326,-0.07263,0.19785,-0.16727,-0.04159,-0.43894,0.03371,0.56986,-0.6476,0.07775,0.1337,-0.04292,-0.09304,-0.04574,-0.08168,0.08909,-0.42699,-0.1966,0.05257,-0.15955,-0.11208,0.38563,0.09716,-0.08819,-0.01739,-0.32632,-0.20984,0.15857,-0.06832,0.02198,-0.10675,-0.0004,-0.12154,-0.11684,-0.31325,0.16282,-0.18899,0.11105,0.03352,-0.0255,-0.04309,0.38695,-0.04393,0.08608
SIDM01034,-0.37881,0.34438,-1.2622,-0.38049,1.21994,-0.76775,0.1597,0.70636,-0.69249,2.72405,0.19169,-0.2658,-1.96264,0.35345,-0.10811,0.01241,-0.58562,-0.1845,-0.29357,0.63917,0.72682,0.05291,-0.01777,-0.19845,0.28304,0.00289,0.22502,0.61152,0.07189,-0.502,-0.44741,-0.01276,-0.06227,-0.00733,-0.50034,0.07078,-0.08552,0.01973,0.18102,-0.88476,-0.07816,-0.35385,0.16779,0.31554,0.01006,-0.03711,0.08465,-0.3816,-0.10888,-1.21868,-0.11884,-0.00635,-0.03973,0.27745,0.10734,-0.24991,0.05605,0.05784,-0.13599,0.11399,-0.02462,-0.06686,0.25124,-0.23806,0.34227,-0.33013,0.04814,0.00576,-0.11835,0.06342,0.09215,-0.41098,0.32509,-0.23689,0.02148,-0.10148,-0.06102,0.04476,-0.02808,0.08864,0.09444,0.16643,0.00797,0.17648,0.28339,0.02822,0.21241,-0.09476,-0.02762,-0.11433,0.09241,0.14313,0.00398,0.03592,0.29288,-0.05822,0.28922,0.02162,0.07127,-0.03832
SIDM00463,1.14057,-0.21376,0.63149,-0.66677,-0.07909,-0.80005,-0.19673,1.89382,0.52781,1.35936,0.19312,0.02526,-2.40595,-0.18575,-0.06922,0.27457,-0.40047,-0.35048,1.93098,0.24605,-0.23851,0.03954,-0.05319,0.0421,0.20804,-0.15839,-0.21138,-1.0285,-0.26949,-0.09208,0.31788,0.21831,-0.01391,-0.01197,-0.11786,0.03546,0.0481,0.01967,0.60445,0.06316,-0.06395,-0.06892,0.05873,0.10367,0.15038,-0.24501,-0.07662,0.20488,-0.15629,0.64074,0.01219,-0.03369,0.12849,-0.01058,0.08369,0.02607,0.05493,0.03403,-0.09972,0.22733,-0.04079,-0.15668,-0.37,0.09747,0.1015,0.14857,0.03007,-0.05092,-0.01412,-0.08388,0.07831,-7e-05,0.1346,-0.12062,0.1101,-0.10539,-0.071,-0.09955,-0.02004,-0.04574,0.07465,-0.04366,0.17977,-0.04479,-0.10242,-0.00545,-0.14466,-0.05945,-0.02145,-0.03135,-0.30313,0.08277,-0.06308,-0.07344,-0.22151,0.08397,0.0811,0.06356,0.02209,0.06307
SIDM00289,-0.63835,0.25431,-1.42855,-0.41571,1.28972,-0.38279,0.05588,1.09793,-0.46662,3.02994,0.15082,-0.20055,-2.52167,0.11652,0.02896,-0.23054,-0.58408,-0.61562,-0.39264,-0.13861,1.14193,0.02044,0.20279,-0.43322,0.12595,-0.02805,0.09318,0.53204,0.43843,-0.4447,0.47308,-0.02068,-0.00198,-0.04455,-0.34998,0.13652,0.19963,-0.03266,0.59727,-0.93937,0.02317,-0.20695,0.02845,0.18234,-0.26022,-0.06603,0.00869,0.02509,0.2147,-1.94858,0.00997,-0.15909,0.10604,0.22868,0.05202,-0.18577,0.01396,0.04143,0.02265,0.16482,-0.07872,0.0549,0.50788,-0.47777,0.37444,-0.27444,0.06029,0.05423,0.10797,0.04739,0.20123,0.12109,-0.07424,0.14077,0.10544,-0.18842,0.10047,-0.08383,0.04568,0.13936,-0.04183,0.21239,-0.06205,-0.12635,0.13318,0.00694,0.16423,-0.03983,0.03285,-0.07308,-0.01835,0.05847,0.02717,-0.09468,-0.25428,0.02826,-0.23093,0.00863,0.04925,0.06355
SIDM01012,0.16898,-0.57241,0.46136,1.01191,-1.58837,1.20846,0.03425,-1.28235,0.47179,-1.44916,-0.22348,0.04627,1.71078,-0.25761,0.00459,0.1748,0.40064,0.46632,-0.07961,0.11029,0.24545,0.40887,-0.00136,0.02651,-0.02035,-0.11698,-0.0385,2.98515,-0.64563,-0.21423,0.64255,-0.43133,0.10043,-0.12938,0.03798,0.10016,0.11434,0.09276,0.90489,0.41541,-0.04545,-1.07376,-0.13671,0.05589,0.03948,0.15695,-0.46336,0.20326,0.21161,-0.79505,0.06621,-0.06633,-0.14923,0.29556,-0.01524,0.13014,0.08002,-0.03963,0.02262,-0.12941,-0.02527,-0.12123,0.42004,0.405,0.4815,-0.10213,0.01247,0.05134,-0.01873,-0.06729,0.11632,0.09404,-0.32068,0.09756,0.0417,-0.04576,-0.05096,-0.08629,0.20863,-0.02744,-0.0583,-0.01023,0.05426,0.06793,0.01068,0.04292,0.01736,0.08664,-0.00506,0.0119,-0.03261,0.08156,-0.08102,-0.11141,0.21435,-0.02765,-0.00253,-0.01773,-0.06129,0.00015
SIDM00632,0.69134,-1.07393,1.46342,0.95714,-2.11517,1.35128,-0.14182,-0.87589,1.5691,-2.04353,-0.22028,0.1282,1.82493,-0.24648,-0.01258,-0.18787,0.27853,0.12583,0.12862,-0.41111,0.226,0.29418,0.19051,-0.09853,0.2236,-0.15988,-0.10202,2.50062,-0.57527,-0.20935,0.27507,-0.01075,0.02933,0.00285,0.32365,0.04279,0.06715,0.12206,-1.14042,0.94482,0.04091,-0.55221,0.26737,0.14542,0.0342,-0.12961,-0.23506,0.2101,-0.00614,-0.91576,-0.07943,0.02835,-0.20069,0.1246,0.03345,-0.09463,-0.00087,-0.03802,0.02006,-0.07871,0.05745,0.01939,0.31071,0.13946,0.53696,-0.03792,-0.02816,-0.07625,-0.16478,0.01069,0.15649,0.13346,-0.31663,-0.01126,0.00444,0.09311,-0.05329,0.14964,0.05576,0.00716,-0.08859,0.04285,0.14433,0.04023,0.00758,0.04288,-0.14626,0.02474,-0.04397,-0.01174,0.14055,0.18439,0.0049,-0.0921,0.19341,0.14893,-0.12644,0.05221,0.06643,-0.09916
SIDM00346,0.11927,-0.92349,2.0,-0.33857,0.06928,0.33789,-0.31887,1.17898,3.76669,0.10717,-0.23499,0.40816,0.37415,0.31069,-0.01785,0.22276,0.14104,-0.36406,-0.41801,0.05221,-0.34815,0.19287,-0.06659,0.1626,-0.13727,0.04721,-0.41727,0.06882,0.01013,-0.13164,1.07165,0.49292,0.07777,0.07995,0.48735,0.16085,0.02629,0.30246,0.75474,-0.16342,-0.09651,3.24862,0.06483,0.18382,-0.16655,-0.09499,-0.06556,-0.00293,-0.09708,0.00855,0.10656,-0.03957,-0.14576,0.2174,0.14171,0.29624,0.14989,-0.01829,0.01349,0.10087,-0.01799,-0.24281,0.5911,-0.12348,-0.13745,-0.01065,0.03583,0.20799,0.01186,0.10518,0.18468,0.20115,-0.29022,0.05623,0.11311,0.19085,-0.15184,0.09564,-0.03013,-0.00677,-0.18412,0.27239,0.00243,0.00025,0.10149,0.07904,0.09474,0.07211,0.20193,0.02896,-0.21564,0.15694,-0.01529,-0.05849,0.05167,-0.05305,0.03035,-0.0577,0.02786,0.04983
SIDM01015,1.06974,-1.36217,2.50416,-0.15156,-0.81685,-0.411,-0.34846,0.80218,3.43415,-0.7532,-0.1907,0.38133,0.95097,0.24483,0.01527,0.09831,0.06851,-0.43814,-0.15146,-0.75317,-0.10477,0.01386,-0.04078,0.09243,0.17761,0.11277,-0.36375,0.10642,0.18022,0.13305,-0.51141,0.64723,0.17895,-0.15564,0.51777,0.0592,0.53459,0.2156,0.08787,0.84105,0.10655,2.61814,0.41863,0.2643,-0.28988,0.35624,-0.12647,0.16176,-0.11531,0.12676,-0.16825,-0.17026,-0.05041,0.17956,0.18934,0.22902,0.22543,0.00599,-0.0737,0.16749,0.06905,-0.26251,0.22559,-0.02763,0.48251,-0.08798,-0.08542,0.16298,-0.04648,0.07173,0.11178,0.36251,0.02217,-0.07495,0.02862,0.30851,-0.074,0.4521,0.10972,0.24737,-0.14297,0.5035,0.2323,0.15241,0.01806,0.02251,-0.14885,0.08306,0.06856,-0.07051,-0.01308,0.42323,-0.14858,-0.00794,0.24744,0.13554,-0.01596,-0.11579,0.14875,-0.04564
SIDM00404,-1.59967,1.34408,-2.96883,-0.0863,1.78692,0.31819,0.5574,-1.8984,-3.539,1.33632,-0.10455,-0.07482,-0.41368,0.00569,0.00714,-0.03102,0.49603,-1.22616,-0.25005,0.66913,-0.39816,0.21804,-0.15006,-0.00425,-0.68798,0.03692,0.20816,0.57416,0.0253,-0.24006,-1.22403,-0.05753,0.0669,0.0257,0.19245,0.09238,-0.33679,0.20787,-0.58417,-0.68162,-0.15087,0.48954,-0.0581,0.0362,-0.04194,0.24581,0.06484,0.01865,0.27543,1.10072,0.22705,0.23953,-0.17719,-0.17588,0.01267,-0.16153,0.15917,0.0702,-0.00921,-0.1989,0.14655,0.36935,-0.1769,0.12522,-0.44675,-0.40247,-0.08364,0.02588,-0.07875,0.1125,-0.09524,-0.3011,0.0468,0.23015,-0.0525,0.00548,0.05941,-0.03011,0.1507,0.18882,-0.11663,-0.00842,-0.0835,0.00794,-0.13234,0.09104,0.2427,0.0012,0.00218,-0.01211,0.03369,0.07984,0.01363,0.22805,-0.00343,0.05708,-0.21047,-0.05724,-0.12209,0.0154
SIDM01057,0.67161,-0.40657,1.66852,-0.79741,0.24942,-0.26936,-0.19048,2.13121,2.53069,-0.14605,0.17737,-0.08241,-1.25015,0.09329,-0.19636,0.23692,-0.23537,-0.09012,-0.45379,0.38536,-0.19272,-0.05637,-0.18366,0.0115,-0.15864,-0.07599,-0.21715,0.22614,-0.22324,-0.08199,-0.03888,0.59722,-0.11388,-0.17794,-0.35056,0.0829,-0.35837,-0.19692,-0.11215,-0.42937,0.12597,0.80429,0.05899,-0.20763,-0.12207,-0.03497,0.04696,0.27499,-0.20167,0.10318,-0.04374,0.26006,0.13805,0.09771,-0.071,0.22318,0.05829,0.02278,0.05712,0.02818,0.14672,-0.00077,0.25415,-0.29364,-0.60853,0.03241,0.02851,0.04183,-0.03734,0.05368,-0.00958,-0.20329,-0.02332,-0.14432,-0.10542,-0.4665,-0.06524,-0.31144,0.128,-0.32547,-0.02396,-0.33922,-0.10724,0.01904,-0.12832,0.10359,0.19042,0.20571,-0.11922,0.0187,0.6025,-0.11841,0.02083,-0.136,-0.23965,-0.05582,-0.07369,0.17965,-0.04333,-0.09047
SIDM00462,-0.85654,-0.84017,0.24125,-0.38831,0.91442,2.19272,0.09394,1.13892,3.55348,-0.35504,-0.11226,0.25137,2.01684,-0.03515,0.10844,-0.09625,0.0527,-0.28548,-1.039,-0.01631,-0.20945,-0.02488,-0.01447,-0.24305,-0.05565,-0.02109,0.18073,-0.46262,-0.00333,0.06166,0.11227,0.21811,0.00262,0.11519,0.93032,-0.09762,-0.04788,-0.00708,-2.53807,-1.10202,0.06036,-0.94482,0.10104,0.39364,0.31487,0.04369,-0.02226,0.02663,-0.03004,0.46707,-0.1453,-0.0301,0.22459,-0.18104,0.0831,0.26165,0.09391,0.03738,-0.08654,-0.03043,0.0033,0.00137,-0.66492,0.0251,0.31541,-0.0868,-0.00681,-0.25258,-0.04325,0.10575,-0.04963,-0.12415,0.82722,-0.0082,0.01553,-0.112,0.25451,-0.01889,-0.00498,0.09228,-0.0394,0.08089,0.02051,0.07688,0.24093,-0.09483,0.03303,-0.05877,0.15654,0.17396,-0.03085,0.06225,0.01598,-0.00315,0.40567,0.13393,0.19746,-0.11299,-0.05713,0.20905
SIDM00323,-0.6028,0.94763,-2.34896,-0.0325,1.28926,-0.65836,0.33031,-1.10837,-3.30452,1.55486,0.17446,-0.13604,-2.17236,-0.16288,-0.04681,-0.20291,0.08412,-0.50418,-0.05209,0.33749,-0.20121,0.08311,-0.07985,0.2338,-0.0802,0.31665,0.05435,-0.66804,0.20504,0.35631,0.03523,-0.10307,0.05763,-0.10921,-0.80241,0.34056,0.21679,-0.0517,0.3757,-0.26783,0.08089,0.35272,-0.08861,-0.04393,0.02958,0.45005,-0.03292,-0.3639,-0.15778,0.34847,0.36103,0.04478,-0.12583,0.14262,-0.09614,-0.05715,-0.30869,0.0983,-0.0874,0.25875,-0.01824,-0.22664,0.06907,-0.34198,-0.58129,0.1647,-0.10695,0.22798,0.05462,0.23424,0.0321,0.13394,-0.01162,0.01422,-0.10738,0.05663,-0.06049,-0.08147,-0.2201,-0.04519,-0.03999,0.13501,-0.024,-0.14256,-0.01029,0.04116,-0.2178,-0.09686,-0.02583,0.07161,0.01988,-0.15159,-0.02999,0.03974,-0.09528,-0.26691,-0.12511,-0.1248,-0.06292,0.06975
